82410801359534044,11/25/2045,65715,482988
15640,8/3/2033,10023,310940
8615118136742,3/26/2112,40131,631525
67968574842678554,12/26/2048,44848,151931
0978458552285679,12/5/2049,60939,964354
34389772039,1/20/2068,45862,605665
591220609,9/1/2060,96507,918200
852494,8/13/2088,21570,447881
49743808007172,12/8/2022,99874,487720
124671987641,1/28/2078,04291,539843
045946583622789,12/26/2048,66142,954363
13028,1/15/2059,22067,049243
77268703270879350009,3/12/2017,90979,602960
3289658943169724,5/21/2039,66772,709573
550707098456214,9/6/2057,92160,213258
024204496,8/13/2085,75287,577803
18591807598877448,11/9/2025,00092,520668
411729632,8/2/2083,58911,658267
897770,6/19/2087,09580,867025
8345403880181,7/16/2059,06111,080710
46245846298,11/3/2071,72407,094115
23028535943880,10/31/2052,72393,271627
4604601671,12/31/2053,37421,711081
8709742293448772,6/24/2052,62669,152683
95433456471,1/30/2075,53719,640364
60870785563013527,11/1/2034,06568,559494
4402689731922344040,11/15/2048,91485,922479
94676512072647953,7/23/2083,84789,799167
889935408003288271,4/7/2072,88994,424742
30851,9/1/2035,40041,630761
410633293915626,9/10/2091,15104,080101
749526333991251574,8/16/2038,15694,476338
05499804575299643148,11/2/2037,01578,470658
807157,4/24/2053,63363,354360
0808672433816241919,7/10/2086,57045,609093
472206111,9/17/2060,40978,380478
36662107231823,3/7/2088,24585,360674
072325,10/29/2076,89190,869775
544429,2/7/2096,87863,966910
95974270244779509,3/31/2087,59836,122383
4246535,5/13/2065,59088,193713
1936905004941,9/26/2057,29214,734898
0234971660726,5/8/2113,29836,679762
043440705,3/11/2075,44215,905575
72397350451913,8/15/2049,91297,197945
0932100774501,9/1/2053,02635,302427
7569891156,5/18/2064,36610,733887
3553556108909,4/27/2047,67124,886083
42435384,6/6/2095,50613,298893
64754371077,10/23/2043,31622,746380
98069729300,3/11/2112,50342,735954
59098391988861486,10/9/2024,33885,383561
2259772470,1/30/2045,19096,028409
36648714,12/3/2066,81998,973086
212177370723442,5/9/2041,34528,804832
0512175,3/1/2113,04487,821932
953711413,4/25/2060,58690,753254
3402916797738992873,3/31/2108,73563,748714
2822355422836755399,7/9/2104,39929,567789
5723286,2/21/2062,22895,971077
5825596926968755768,8/1/2072,63668,539032
29065977230835143,5/5/2022,77525,159680
54399550357489579,8/8/2079,06865,380123
82646483,7/8/2054,00574,299728
98485385978403,3/2/2083,32801,069412
2089867966043518,4/15/2036,09816,837367
59350201208403,8/20/2064,24338,895265
362731090868,4/20/2048,95675,473138
10080877,8/9/2085,98473,720309
4359924,10/16/2110,35929,199047
2542571054189299,2/15/2103,56939,900136
57816412,7/28/2041,22084,273661
1862273372220,3/7/2025,78100,448311
2869230,7/20/2065,06426,425959
2288821707411905,9/24/2110,58137,170180
2233212094,9/27/2035,00867,268645
455808395,9/21/2072,79141,681810
290529,9/3/2090,20604,146955
8565798697102860409,3/20/2102,05179,931495
5075340,5/5/2059,84176,433883
880915451967296,3/6/2075,48083,939619
18407,12/15/2096,23298,946322
698246492952584139,8/23/2086,72969,671437
2783263125394,10/31/2070,45237,472262
7876750,10/16/2068,56855,775829
0978806779526447973,11/20/2078,86681,938845
933905977,8/1/2115,70733,405446
7434176841895819317,3/4/2104,03633,501382
657368032,7/13/2034,03005,328002
999771537,12/4/2036,53495,793330
36836604163663335,4/6/2045,09782,224746
581649225303054,6/4/2041,36185,579436
59208710598992289,5/25/2059,21357,581223
4659975695974,4/26/2081,82800,979791
77465556828,10/20/2113,16507,245919
02564457645585904501,9/22/2038,38045,397026
3714695941252487618,12/6/2065,88569,688453
92861069489427410,2/12/2094,03427,083973
5782140689559918951,4/23/2061,18924,951970
2648193879138106890,7/9/2037,29700,181943
235105331,9/29/2061,62197,380646
9356920363237887398,2/9/2115,77386,510847
85942182472,8/12/2116,44000,286504
55748718553948523,1/12/2055,06172,774706
2453589,6/11/2058,62645,335383
784828,5/7/2052,37961,537543
5647262217,9/27/2071,24801,185572
1647491818,4/26/2063,34177,652881
653013616,2/11/2104,47272,135899
546605080,9/26/2105,93203,497782
69052245,7/14/2058,64165,816519
4476990,10/27/2052,37938,655798
029713,3/30/2047,38041,831922
0327237480439541808,5/31/2092,20659,328975
21761856250246,7/14/2048,35927,005212
9306044260879448455,8/31/2042,47967,128902
454438,2/6/2095,88712,583106
26895403754707667090,10/3/2108,42384,135830
8570903605,5/12/2022,85453,467161
42922495394355997560,7/19/2031,95716,546387
860184243877691,10/14/2065,39803,259875
9846373195137,4/15/2078,09835,385795
991885242849548,8/14/2093,59491,834893
88551106705038413,3/8/2020,36494,170350
431573097431676195,12/9/2076,88373,313977
27747388874355655,9/4/2107,03509,049901
09748,2/5/2112,30008,291724
48428647886508988,4/3/2051,83352,508805
6029268394,11/13/2087,88824,394702
209888,9/13/2106,99129,323278
823139640746852273,4/24/2024,52944,774706
65016438780413206583,4/25/2091,54358,040388
482330248504343,10/15/2072,20838,471393
21742390974992,5/8/2045,87165,463339
5047539157,8/21/2035,92562,196661
785600703,7/20/2053,98283,717492
4472560,9/24/2064,42569,104057
9139639402990348,4/14/2064,39377,104335
9624671682654,12/20/2036,19624,326396
050923257605257,1/27/2083,14777,470633
09014262392,12/29/2023,78348,176817
38109382,11/3/2082,96684,135972
9982501,3/21/2095,34551,927758
262325433508075,5/5/2053,54046,261002
1285608144972621,4/25/2064,69953,650721
18702924514455248,9/29/2042,81323,349893
61328492510827265948,5/8/2032,87587,592083
5392712589074,1/29/2041,85015,580134
913610994559033743,12/28/2057,73879,858327
365503820,1/20/2027,65423,951748
84144,1/26/2095,57964,050957
43454393708946,6/7/2090,13787,421559
47027,10/28/2042,96168,026648
6235858079,1/28/2039,59994,710984
264819974165,10/10/2041,70937,964695
209867,5/14/2055,36368,964796
8526340109,5/23/2055,53942,307983
0670745334849,9/21/2078,98975,072172
3671884124,3/19/2030,80239,161105
34133869081754973324,2/2/2098,52466,458535
05247628657457722,10/17/2106,65087,142558
21431491,11/7/2074,55694,409795
92116541736619316,10/20/2080,60027,645027
0253529243323,10/26/2074,24057,537939
4600125806634,7/28/2042,56564,407180
306183025,1/10/2091,35856,853687
99305468291873,4/27/2111,96812,789393
231627052946139,12/27/2065,21130,818327
065690,5/8/2035,55495,690074
28826,5/24/2090,63440,763962
6686757887203361,10/8/2066,38011,916065
166266,10/4/2038,64969,797904
11304,4/19/2031,25357,293818
221374335106423381,10/9/2108,55899,464956
41623,12/14/2031,15988,295227
5079699797363,5/24/2021,67727,261498
5603927,7/13/2057,28440,913419
7201390198,9/10/2105,50298,679835
2504325783560,2/20/2087,99818,790669
7472274127,9/4/2040,24086,125466
7562917952093,4/18/2107,01093,427940
91219375276,12/14/2057,86341,067348
827652238,3/31/2056,12303,009296
40437677794277023,11/20/2053,24205,648440
888474167034,5/12/2055,45166,824598
53296420926998,3/28/2089,89617,976703
004421317995642680,4/1/2096,85943,107537
9931962906856164,12/1/2082,61825,475387
054411338712,3/20/2048,47215,930010
075302551,8/29/2112,81652,432624
71588494393332192,7/5/2110,33571,100507
4535875,12/4/2017,61239,363164
514207,7/1/2077,09594,831705
618794303152529,11/5/2074,95711,269624
351456058,5/7/2062,51707,955458
07481073330959,4/19/2084,81143,984484
152607,8/1/2092,32618,690051
5774072780,9/17/2102,66102,238834
207786123689193296,12/25/2093,12372,803126
73478205925517476711,1/13/2049,80940,826375
1657636561,3/2/2023,81772,292271
5837891032663896,4/24/2071,45162,380705
35381236460182897991,6/13/2108,42611,471488
801090482998705,2/28/2099,34554,971177
920385428189538527,6/23/2020,03009,953913
035912933760447718,10/20/2057,41154,281887
50833629,6/11/2039,96704,262314
81339719,10/8/2071,17070,935825
47710375571764,9/23/2092,83695,129940
647381944934101,1/6/2043,71604,590905
1922185542102781,7/6/2063,88731,615723
693882632556987852,8/25/2035,00291,296552
440888799384,11/15/2088,82976,856357
549312873406,10/31/2093,48424,426119
083035236,12/13/2075,64017,813861
796375297689,12/7/2038,58385,748840
6794770996662,8/27/2075,21802,219106
200263041,5/27/2018,80017,020697
3276632887207096,7/29/2019,81623,458672
6785796,11/11/2116,72839,163665
952688635201363737,7/14/2024,97092,241955
203001975,10/17/2034,36193,919512
36329320,5/25/2027,82227,390669
4873921645,4/8/2113,44735,138340
5771817,2/22/2078,71422,155927
2705092395813103,1/31/2088,11778,341741
797216887679764259,4/19/2054,70838,037166
46693414308399266641,8/18/2082,09590,303174
9688347,3/15/2107,65544,589694
0020620812555255,5/27/2083,45927,718994
8800870194446,8/3/2105,40966,812301
59864,3/26/2077,91679,298988
612258252317888608,2/14/2067,36871,054562
0652654914,11/16/2040,01578,755387
01719473165161810156,10/23/2071,41413,414655
451997,4/25/2049,24886,969518
815849779659,5/30/2043,91430,146969
993351394535910,1/15/2030,51138,616905
6203190351593976960,9/12/2075,76494,511833
0850373783498,3/16/2112,23866,398876
41278984664,6/30/2098,64605,682223
829793445,11/18/2050,08238,907751
35333470261400796,4/13/2092,29373,981353
1388093168602443,3/20/2053,87314,331288
822114,4/21/2104,05847,013392
45730347341375964048,1/14/2066,38252,617277
2980982999340331,7/10/2095,08160,582770
69723415511,10/4/2022,99838,810313
54279,7/8/2107,07338,532235
756062002275250804,10/29/2112,34491,222897
246124425008,8/17/2017,93112,896745
172049443575474704,1/27/2069,74798,612698
103619440604,11/14/2049,97804,054201
60258422145041250228,3/28/2107,18834,954881
595495047195886117,2/7/2025,45018,542410
84233743884135,9/8/2068,66195,177620
349632781447899,4/27/2058,87921,626257
2146017062780982345,1/3/2117,88487,001031
20618919366752989,12/13/2076,27938,751978
028467,10/18/2100,12154,617955
3424918,7/2/2020,89942,082813
1982518,4/30/2047,12816,255741
92910070832541118391,4/30/2096,63562,616504
744893279025,10/15/2034,48830,041805
4940988,3/9/2066,04822,295750
73139,6/2/2042,43358,026383
1847271869195192068,10/19/2110,66394,179077
85553553831,7/1/2072,30519,781256
0020893279157878,5/17/2111,36336,461914
823812,9/14/2020,88592,981447
7902740,10/4/2045,93361,482673
0714925179491683398,4/13/2033,87863,418695
8404583025579343116,5/7/2041,58043,510603
2350012,8/26/2023,41836,809584
3397673726,1/26/2095,09815,225428
9447660053049,1/30/2022,23566,620374
94262047168379544,11/13/2088,03214,135593
2139641460,8/24/2059,51510,872823
4954953610896135,1/23/2096,74926,033756
3044328920819596,7/12/2072,08641,864545
702524,2/28/2085,20865,698642
1695058468,5/16/2045,10756,645783
86030922,3/31/2040,84455,579460
6399566,4/30/2077,61872,016106
852705246725831,10/28/2112,90623,005203
536744199445,1/7/2103,49218,880539
3715867634524,8/4/2068,20794,992065
05624,10/10/2096,06374,511607
295306,1/5/2022,84972,696597
23260224589091827627,7/28/2115,51043,122761
698345504849895,9/24/2112,00677,525337
97370343863065,8/16/2076,06741,979643
5602181598080191404,3/26/2101,54406,618200
8778990458,2/17/2047,86601,096168
1999243983,6/27/2022,10824,490625
31944529,10/15/2037,97552,752644
889883333938613509,11/28/2085,73715,242650
12303683763,7/29/2108,01797,632505
32887,4/13/2070,24891,229268
661927,9/6/2098,45236,172615
485078890,5/20/2102,75405,505863
4894385,2/9/2021,57722,354573
13197802,2/17/2025,76996,504140
95929602547246487,8/8/2075,34797,036000
86225071573868734420,5/19/2029,80917,033550
5771399926979195733,6/3/2093,42214,270625
31567054964781,11/23/2072,59315,363454
13106879108738615802,10/21/2041,82881,159759
450214282,9/10/2089,19183,252744
4903166030,9/6/2050,60740,328486
8639727431,11/28/2032,03646,753043
30705690084,8/17/2081,33405,327020
7772371165712406,4/18/2112,36288,541308
26248148941615,4/19/2043,30531,465183
0783020,8/14/2075,36268,246763
5325299954,4/24/2066,43252,334788
52997325217790374,8/27/2064,28924,291533
7412092812076483,12/18/2034,30276,268444
568328672144,6/1/2095,88682,145053
783679256752715,11/4/2080,67224,880863
1124458335428,5/10/2038,21651,659272
59265357035373233665,9/6/2038,59313,462726
52682632887779839657,2/19/2018,59405,055920
0145432279656,7/11/2048,41883,129658
44623874884978,2/22/2041,88688,879854
88812472717,8/29/2072,29214,601355
6883869340,5/12/2100,69094,832433
6280577037721,12/2/2065,01182,230988
3958054521450,11/15/2076,18438,781693
18955510545,4/29/2041,37815,327606
79095473928,9/22/2057,04158,461898
3763645,3/12/2085,44272,698161
444126086859580856,7/11/2052,58481,581825
69486753925584019960,1/9/2098,75068,361429
867516925869037338,9/27/2061,56973,596655
68334,5/26/2098,69468,573439
01591559830,9/17/2056,45086,952840
9034031246582082,4/24/2042,46296,927382
976436058401809,6/14/2079,45459,026372
23892037148294425363,2/9/2018,08518,754697
112040,5/15/2064,43266,499915
1724135135618,1/16/2051,05960,954335
295865959949586,8/15/2068,68537,524886
482293,10/11/2019,28426,699490
83769744585520,1/24/2048,74752,958666
70603505198099822,12/5/2043,40707,506998
933715887349,4/15/2052,90034,637815
14266192232053885,12/22/2099,22724,425848
2285140951838,7/25/2067,47280,873355
687633602595943,8/10/2108,30693,557066
4216811131477077,5/2/2068,23939,838790
1280978948114050765,10/30/2089,85673,266853
3137007357153,1/9/2067,88924,159798
582857994902,11/10/2087,10568,349416
54063,10/29/2064,34809,594060
278606534263294533,8/2/2052,88528,040529
441943,8/18/2080,84802,272051
496640,2/25/2024,88767,828889
975196630021,10/24/2115,33420,365207
8976568622360777,11/27/2085,80992,741041
20663782,4/20/2048,55613,456408
012693550,3/10/2050,09453,355112
36618089,6/23/2018,09535,196731
54659,8/22/2026,67524,113991
65699717789,2/11/2101,79598,901896
25448,6/3/2095,84647,215856
8055902709423,7/31/2072,87008,527577
5721066651704091,10/27/2108,64053,465886
586282872350,6/23/2026,69975,847820
69288542566,9/11/2026,25983,985111
6707163683806966,7/20/2042,69272,129634
30739323117654,6/23/2022,14646,109551
8891544929612004106,1/5/2087,85730,695482
2838476825089,4/10/2044,88982,452609
68112452898056756320,8/13/2029,67865,630863
08150588388730248,6/24/2101,09902,654731
014943914509977,8/7/2038,90894,549848
0822450,7/20/2114,31792,871328
1500282742257971697,5/10/2105,76819,748639
4884885465407,12/16/2028,08782,245257
64364345148614229,10/21/2066,56119,187579
33109315890266834139,12/21/2066,30489,016464
09051028982350774319,6/8/2098,34082,377295
4706685,1/4/2061,81161,074402
38387078932567037660,10/16/2115,50462,615018
96225313,3/1/2037,17455,726059
097002,3/29/2044,24730,625380
7632740849549,2/21/2098,50735,118038
934968218682904859,9/11/2084,09089,874939
349618337,5/31/2070,75448,858910
94936,11/23/2079,63383,420599
312295288,4/25/2061,42473,017859
65994,4/24/2075,32138,067409
82584336014011,2/7/2055,13976,660421
35372960887,4/6/2069,56239,073658
2492761303785,10/27/2098,00296,099896
961097006132299678,11/28/2100,36323,112905
1029576271,5/15/2082,13950,885540
77403,1/25/2061,24116,886514
54599638,10/8/2040,66924,321182
2992350710570504,5/28/2064,58877,533263
885017841611,6/7/2042,04280,260877
161468,7/29/2030,36375,637648
60844625,12/3/2084,71870,246771
0256028502,8/13/2095,94178,831712
87975263025978,10/6/2051,25360,753640
14488616,7/24/2100,41300,281514
278235367,11/16/2095,78430,456646
00337,8/5/2033,58528,149022
00797139442506789,4/11/2117,43272,057145
4545880192009,3/23/2096,06245,978048
33205987,8/23/2027,14462,645373
7008861795395259632,6/28/2058,71347,515349
41580366929326923,12/28/2080,06652,559526
93418,6/20/2056,47391,825293
50499350,1/20/2109,15452,909181
66635816038760,2/8/2092,82215,838042
634305372074991,2/14/2087,33259,725737
06554570999990594764,11/15/2050,78545,140920
9759922314830445,9/3/2069,93209,577379
706333689,11/19/2042,76254,057321
97174693809987963,2/13/2030,50045,645522
0115836519,2/20/2094,82047,065870
560887,9/16/2074,97045,591078
1840994,6/27/2077,43214,378768
526045504982897,10/7/2045,36648,646471
3328716189,7/8/2103,91958,608657
0575389804553372,11/6/2094,24834,630102
92410,2/14/2096,18832,728704
5193145568430314525,5/8/2044,87277,783654
6613673613682,4/3/2075,02435,493329
3476196,8/26/2023,45028,629904
411254930,10/3/2114,15664,356955
59642109633916392,1/2/2030,00926,571343
94185857833092746,8/28/2027,39438,758995
50420047309907,11/12/2104,25949,184157
8475518743908200,9/26/2028,67267,895116
8206616,10/15/2078,78892,294652
3895815702,12/1/2075,35552,673676
0152751239,10/18/2017,55289,778916
0029283922407,2/12/2040,16291,763363
1760641457994977290,10/12/2040,41724,460180
250571093198,3/17/2021,10751,500158
9739598087673,8/20/2031,64589,093728
31538810,3/16/2087,42569,919628
85435983,3/29/2044,26739,644953
3289194061016,8/2/2063,27468,693720
7598231206797848044,4/27/2017,83773,603462
0826976141728067,2/22/2049,82152,370118
01531480680875515462,2/1/2102,06308,822707
03419178660645810,8/3/2050,55435,340737
401541590376897,6/28/2099,15784,654620
52443209545169,10/31/2093,44210,707457
414243,3/25/2023,27338,561213
2227283022,4/14/2106,86811,158959
4028658493,4/28/2036,17185,126882
9699200226342,10/16/2031,84304,948586
63058298,11/27/2090,16290,495472
825553595854091,8/4/2035,57456,411882
0309712,1/13/2101,83059,474539
233062868392,7/3/2110,28124,913110
120507004,8/6/2022,05006,242272
59102216529640,10/4/2073,57920,598535
697125196,11/24/2038,97563,507254
066327296720601,2/27/2042,05720,024891
423832051594,7/11/2101,48154,249579
13438228155289650046,5/3/2052,12655,199459
720890,3/23/2040,63282,662536
62515703828,3/7/2073,94626,897828
994869036074,2/28/2047,71686,266738
94450425029,11/6/2057,16878,113943
60292868026525558972,11/18/2105,91543,173520
561823851,12/8/2078,46949,600085
4491214,3/7/2100,73658,803321
7941754931663,2/1/2065,88381,576825
3064634716295387,4/29/2089,44765,185628
76505255105069,2/16/2087,91416,170197
17855815038407302,3/1/2079,41286,166496
048225397152111125,4/25/2049,12238,268194
0304829491,6/5/2108,56735,351691
59152671265263,8/2/2048,88940,512501
0673647861756,5/5/2110,30258,087050
5471199697049586,9/1/2037,74892,824039
541391529925273320,10/18/2093,93549,692743
413676802398317,7/9/2071,49340,255703
2592309052770380,6/11/2107,58102,625795
99341394593,6/10/2101,90771,833099
82700252,7/29/2108,42754,113623
4626385295406264,8/2/2112,29178,235519
016101086798972,1/25/2067,34900,741747
559439696553472049,7/2/2082,63682,812226
1037470646106076,2/8/2027,74176,644830
651442892788352,3/22/2040,22113,383730
3403699505075671678,2/24/2085,71670,781516
8158456861,8/11/2042,41655,764217
714342687653739,9/21/2078,52468,391188
498623916,9/2/2072,72724,008185
7910603420731,9/25/2071,85951,148884
1815887529891327721,5/28/2098,43613,349969
8088182625708595,3/30/2018,62129,197370
71740494644479746179,12/8/2045,15058,423506
8620642,2/19/2065,72368,631555
8748661071260038748,2/15/2019,51480,838056
5977795,7/30/2081,59311,477709
37889,9/20/2113,48135,886654
8293530708314997931,1/10/2056,58336,860103
260794649044467,4/1/2071,05941,704825
206231138,8/13/2073,48113,152968
991168914752586,8/29/2040,56146,154341
95143453,10/11/2061,87774,310091
6163784441645583384,10/8/2088,47571,072717
00806491687473938617,12/14/2039,08251,803038
5649637043023141782,9/2/2021,34115,972481
3002572,7/4/2083,56219,868810
592990839500645,9/25/2033,88320,352854
178401,4/3/2056,94633,308800
5043631030891363,7/1/2039,17992,062344
85814909515270,7/3/2042,37724,509160
17668886,1/26/2032,61456,841189
7987380123500973200,9/13/2085,03149,822393
504462,5/26/2040,51919,859432
46250935992639061198,6/12/2034,23726,398791
30872816188323,10/5/2101,52348,138732
391197369040,4/11/2111,67167,804148
2872685184292357269,1/2/2103,05302,639494
4746607359887,10/7/2018,53237,639499
9140257,3/14/2108,58206,167325
9761973,8/20/2025,12354,804558
79760181090464086,8/6/2034,82612,857166
4829098989587600,11/11/2031,16891,290293
4105151657722061926,10/15/2070,73025,564674
947275708,12/27/2036,45151,255012
41324576703993581,2/6/2089,28726,811417
253545815289253,3/12/2090,25857,167565
69183622,7/22/2038,52579,936380
0905029385457965814,2/27/2059,20330,957420
662004,1/20/2107,28200,031121
727457805197,11/19/2053,41433,757681
323870732790,12/28/2062,56057,913688
3837320773,5/12/2073,87234,119243
6696361543330,11/24/2115,34296,083157
81501058988734571,11/1/2089,44397,281150
4805426851,9/21/2053,34047,430084
14092286535473826,2/7/2025,37173,255526
032586146488398,5/11/2017,54004,194597
592510483,4/17/2050,58546,946013
5472806071,8/10/2030,55809,056468
1795503021881982729,3/18/2083,71074,251002
60926,11/18/2074,40993,586442
902298039,5/3/2022,29037,747220
023473684728031,7/16/2039,35895,593439
527378517293920,2/20/2069,14522,829418
79735725,3/4/2039,61995,988498
18454575167611,7/11/2100,67173,986995
025110245080408347,9/23/2069,71316,374754
437870818,3/5/2018,32742,038856
444905,2/5/2067,05338,246029
8775692,3/9/2116,54829,457897
9460422430605,9/4/2062,31111,149896
174935103,4/15/2101,04314,368154
37559252571922888292,11/19/2100,99366,109738
6527800282020,12/4/2031,65847,512776
82301,11/11/2037,33682,606837
366944,5/24/2083,82587,726123
7146683308635,10/30/2111,70068,922989
071123474977198270,6/8/2028,74753,391197
201174397554546234,5/18/2071,92404,236691
43537,5/5/2085,15367,017503
6471997,2/9/2034,86749,296941
60923288,7/30/2079,45939,983648
196983,6/3/2017,06276,217761
934423365745590,11/6/2021,05298,475651
474970,4/16/2058,28094,381560
8254114002,10/24/2112,29992,077319
176930475704109,4/10/2042,18139,138544
406865875351841662,5/22/2044,46558,973335
059286445331,4/20/2071,77637,375201
683186363346984,9/28/2023,19286,323311
76719697491362088,11/13/2022,27926,608404
0896906397364235,12/12/2090,20129,239832
089655258,6/24/2027,43621,169186
4049501,10/31/2107,74148,086357
645907449413,12/15/2045,52944,103499
06250093902195773,3/21/2028,15785,288531
8794450823,10/15/2106,45973,857356
74928931644,9/30/2099,69626,240965
2437341066511,11/16/2114,33325,759508
87407069,6/16/2095,23765,941713
997847,5/7/2063,63563,329137
00199182688940429350,7/7/2084,61409,799873
43346191,7/13/2083,59134,161516
51537935335309701,5/21/2058,18845,042765
73257,6/30/2109,84649,793940
06544330,9/9/2096,63513,497834
41935490180107549,3/11/2022,49254,526364
57215084542,9/10/2070,11644,122597
8023948511927559,8/11/2086,07850,364724
63580267,2/20/2105,18136,996759
5113063614,5/27/2053,75062,289646
6255508,3/16/2035,30249,285885
9883388056257961,12/11/2097,35325,744089
559174394,4/12/2056,17535,883106
48722,4/29/2055,17743,582350
1268460,3/6/2117,94125,914384
515884902934538,1/1/2115,05955,589347
7908989,9/23/2092,40966,593735
23129266,5/19/2110,02348,731986
79770580590954,4/26/2058,05411,411838
03928,5/9/2035,10368,919784
05003900421,9/30/2104,06364,062097
1270630317553604,7/25/2028,40251,809029
2079624185447198183,1/14/2110,38970,947546
98561752068229,10/24/2054,44085,016640
605967868679,8/9/2088,72560,952784
02719007,6/19/2095,29822,344461
